,tourney_date,p1_id,p1_name,p2_id,p2_name,p1_hand,p1_ht,p1_age,p2_hand,p2_ht,p2_age,best_of,p1_ace,p1_df,p1_svpt,p1_1stIn,p1_1stWon,p1_2ndWon,p1_SvGms,p1_bpSaved,p1_bpFaced,p2_ace,p2_df,p2_svpt,p2_1stIn,p2_1stWon,p2_2ndWon,p2_SvGms,p2_bpSaved,p2_bpFaced,win
3324,20110323,103105,Ruben Ramirez Hidalgo,105173,Adrian Mannarino,1,183.0,33.2019164956,0,183.0,22.7241615332,3,3.0,5.0,115.0,49.0,37.0,33.0,16.0,6.0,9.0,2.0,7.0,104.0,62.0,46.0,15.0,16.0,3.0,8.0,1
3325,20110323,103285,Radek Stepanek,104926,Fabio Fognini,1,185.0,32.3121149897,1,178.0,23.8247775496,3,1.0,1.0,68.0,41.0,28.0,17.0,11.0,1.0,3.0,2.0,9.0,65.0,35.0,26.0,11.0,10.0,1.0,4.0,1
3326,20110323,104660,Sergiy Stakhovsky,105777,Grigor Dimitrov,1,193.0,25.2019164956,1,188.0,19.8466803559,3,4.0,2.0,52.0,29.0,21.0,14.0,9.0,2.0,3.0,1.0,2.0,62.0,32.0,19.0,14.0,9.0,5.0,9.0,1
3328,20110323,105137,Pere Riba,104229,Yen Hsun Lu,1,183.0,22.9514031485,1,180.0,27.6002737851,3,4.0,7.0,52.0,23.0,12.0,13.0,9.0,3.0,8.0,3.0,1.0,42.0,23.0,20.0,11.0,8.0,4.0,5.0,2
3329,20110323,103722,Florent Serra,104332,Philipp Petzschner,1,180.0,30.056125941100003,1,185.0,26.989733059499997,3,2.0,1.0,58.0,30.0,14.0,11.0,10.0,5.0,12.0,6.0,1.0,49.0,18.0,13.0,15.0,9.0,2.0,5.0,2
3330,20110323,104386,Janko Tipsarevic,104898,Robin Haase,1,180.0,26.7433264887,1,190.0,23.956194387399997,3,4.0,1.0,68.0,38.0,31.0,16.0,11.0,1.0,2.0,10.0,5.0,88.0,52.0,35.0,17.0,11.0,7.0,9.0,1
3331,20110323,105992,Ryan Harrison,102783,Rainer Schuettler,1,183.0,18.8692676249,1,180.0,34.9021218344,3,2.0,5.0,58.0,31.0,19.0,14.0,10.0,2.0,6.0,3.0,3.0,64.0,43.0,29.0,13.0,10.0,3.0,4.0,2
3332,20110323,103582,Michael Berrer,104655,Pablo Cuevas,0,193.0,30.7186858316,1,180.0,25.215605749499996,3,4.0,4.0,78.0,51.0,38.0,9.0,11.0,7.0,9.0,5.0,2.0,61.0,40.0,35.0,11.0,11.0,1.0,2.0,2
3333,20110323,103470,Robert Kendrick,103857,Igor Kunitsyn,1,190.0,31.345653661900002,1,180.0,29.4702258727,3,8.0,2.0,25.0,14.0,14.0,3.0,5.0,0.0,1.0,2.0,0.0,27.0,17.0,12.0,7.0,4.0,2.0,2.0,2
3334,20110323,103808,Potito Starace,104500,Somdev Devvarman,1,188.0,29.6837782341,1,180.0,26.0971937029,3,0.0,3.0,59.0,36.0,22.0,9.0,9.0,1.0,5.0,1.0,0.0,47.0,30.0,23.0,11.0,9.0,3.0,4.0,2
3335,20110323,104976,Ryan Sweeting,103598,Xavier Malisse,1,196.0,23.685147159499998,1,185.0,30.6694045175,3,5.0,5.0,75.0,44.0,33.0,12.0,11.0,4.0,7.0,9.0,1.0,74.0,50.0,38.0,13.0,11.0,4.0,6.0,2
3336,20110323,103794,Benjamin Becker,104719,Marcel Granollers,1,178.0,29.7604380561,1,190.0,24.93908282,3,8.0,4.0,97.0,43.0,30.0,32.0,16.0,6.0,10.0,5.0,3.0,115.0,73.0,47.0,25.0,16.0,3.0,5.0,2
3337,20110323,103898,Julien Benneteau,104593,Daniel Gimeno Traver,1,185.0,29.2484599589,1,185.0,25.6180698152,3,2.0,3.0,68.0,41.0,31.0,11.0,10.0,6.0,8.0,5.0,3.0,52.0,29.0,22.0,6.0,9.0,2.0,6.0,1
3363,20110323,104468,Gilles Simon,102783,Rainer Schuettler,1,183.0,26.2286105407,1,180.0,34.9021218344,3,6.0,2.0,61.0,31.0,23.0,16.0,10.0,2.0,4.0,0.0,3.0,59.0,36.0,18.0,12.0,9.0,2.0,6.0,1
3398,20110323,104252,Florian Mayer,104607,Tomas Berdych,1,190.0,27.457905544099997,1,196.0,25.5058179329,3,8.0,3.0,87.0,51.0,43.0,19.0,14.0,1.0,2.0,9.0,8.0,101.0,53.0,43.0,24.0,15.0,2.0,4.0,2
3365,20110323,103970,David Ferrer,103857,Igor Kunitsyn,1,175.0,28.9664613279,1,180.0,29.4702258727,3,3.0,2.0,41.0,24.0,17.0,10.0,7.0,1.0,2.0,0.0,5.0,71.0,32.0,16.0,15.0,8.0,9.0,15.0,1
3401,20110323,103970,David Ferrer,104719,Marcel Granollers,1,175.0,28.9664613279,1,190.0,24.93908282,3,3.0,1.0,40.0,28.0,24.0,9.0,8.0,2.0,2.0,3.0,1.0,40.0,20.0,11.0,8.0,7.0,2.0,6.0,1
3391,20110323,104755,Richard Gasquet,103888,Mardy Fish,1,185.0,24.7556468172,1,188.0,29.278576317600002,3,2.0,1.0,54.0,28.0,18.0,13.0,9.0,2.0,5.0,8.0,4.0,57.0,21.0,18.0,23.0,10.0,2.0,3.0,2
3392,20110323,104417,Robin Soderling,105223,Juan Martin del Potro,1,193.0,26.598220397,1,198.0,22.4887063655,3,5.0,0.0,55.0,38.0,21.0,10.0,8.0,8.0,11.0,12.0,1.0,45.0,25.0,22.0,14.0,9.0,0.0,0.0,2
3393,20110323,104166,Alex Bogomolov Jr,104545,John Isner,1,178.0,27.909650924,1,206.0,25.9000684463,3,0.0,2.0,68.0,43.0,29.0,13.0,10.0,2.0,4.0,11.0,2.0,53.0,35.0,31.0,13.0,10.0,0.0,0.0,2
3394,20110323,104665,Pablo Andujar,104731,Kevin Anderson,1,180.0,25.155373032199996,1,203.0,24.8405201916,3,0.0,2.0,49.0,23.0,16.0,11.0,8.0,3.0,6.0,8.0,0.0,44.0,31.0,29.0,8.0,9.0,0.0,0.0,2
3395,20110323,105023,Sam Querrey,104678,Viktor Troicki,1,198.0,23.4524298426,1,193.0,25.106091718000002,3,17.0,2.0,111.0,64.0,45.0,28.0,17.0,6.0,9.0,7.0,4.0,118.0,72.0,50.0,26.0,16.0,6.0,9.0,2
3396,20110323,103484,James Blake,104925,Novak Djokovic,1,185.0,31.227926078000003,1,188.0,23.8302532512,3,2.0,4.0,48.0,24.0,14.0,7.0,7.0,3.0,8.0,5.0,1.0,37.0,27.0,24.0,5.0,7.0,0.0,0.0,2
3397,20110323,105238,Alexandr Dolgopolov,104745,Rafael Nadal,1,180.0,22.3655030801,0,185.0,24.796714579099998,3,4.0,4.0,43.0,21.0,13.0,6.0,7.0,3.0,7.0,3.0,0.0,42.0,29.0,25.0,7.0,8.0,0.0,0.0,2
3399,20110323,103819,Roger Federer,103694,Olivier Rochus,1,185.0,29.6153319644,1,168.0,30.1683778234,3,6.0,1.0,37.0,25.0,22.0,10.0,8.0,0.0,0.0,1.0,3.0,56.0,32.0,21.0,8.0,8.0,7.0,11.0,1
3400,20110323,104468,Gilles Simon,104386,Janko Tipsarevic,1,183.0,26.2286105407,1,180.0,26.7433264887,3,2.0,6.0,90.0,54.0,41.0,16.0,15.0,1.0,4.0,2.0,2.0,100.0,54.0,39.0,23.0,15.0,3.0,7.0,1
3402,20110323,105223,Juan Martin del Potro,103888,Mardy Fish,1,198.0,22.4887063655,1,188.0,29.278576317600002,3,6.0,3.0,85.0,53.0,36.0,18.0,12.0,6.0,8.0,10.0,3.0,85.0,51.0,43.0,15.0,12.0,5.0,6.0,2
3389,20110323,104500,Somdev Devvarman,103970,David Ferrer,1,180.0,26.0971937029,1,175.0,28.9664613279,3,2.0,1.0,68.0,31.0,16.0,14.0,9.0,8.0,14.0,2.0,3.0,59.0,33.0,19.0,15.0,9.0,2.0,5.0,2
3403,20110323,104545,John Isner,104731,Kevin Anderson,1,206.0,25.9000684463,1,203.0,24.8405201916,3,12.0,0.0,61.0,37.0,29.0,13.0,10.0,0.0,1.0,6.0,2.0,62.0,42.0,37.0,13.0,11.0,3.0,3.0,2
3404,20110323,104925,Novak Djokovic,104678,Viktor Troicki,1,188.0,23.8302532512,1,193.0,25.106091718000002,3,3.0,2.0,67.0,42.0,30.0,15.0,9.0,2.0,2.0,3.0,2.0,49.0,29.0,15.0,12.0,8.0,3.0,6.0,1
3405,20110323,104607,Tomas Berdych,104745,Rafael Nadal,1,196.0,25.5058179329,0,185.0,24.796714579099998,3,11.0,0.0,75.0,40.0,30.0,18.0,13.0,4.0,7.0,8.0,2.0,81.0,55.0,38.0,17.0,13.0,6.0,7.0,2
3406,20110323,104468,Gilles Simon,103819,Roger Federer,1,183.0,26.2286105407,1,185.0,29.6153319644,3,0.0,0.0,9.0,6.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,3.0,2.0,2.0,1.0,0.0,0.0,2
3407,20110323,103970,David Ferrer,103888,Mardy Fish,1,175.0,28.9664613279,1,188.0,29.278576317600002,3,3.0,5.0,61.0,39.0,25.0,12.0,10.0,1.0,4.0,4.0,2.0,51.0,33.0,30.0,11.0,10.0,2.0,2.0,2
3408,20110323,104925,Novak Djokovic,104731,Kevin Anderson,1,188.0,23.8302532512,1,203.0,24.8405201916,3,6.0,2.0,64.0,42.0,34.0,10.0,9.0,5.0,5.0,4.0,2.0,62.0,40.0,24.0,10.0,9.0,1.0,4.0,1
3409,20110323,104745,Rafael Nadal,103819,Roger Federer,0,185.0,24.796714579099998,1,185.0,29.6153319644,3,0.0,0.0,45.0,34.0,28.0,7.0,8.0,2.0,2.0,6.0,1.0,58.0,35.0,20.0,11.0,9.0,1.0,5.0,1
3410,20110323,104925,Novak Djokovic,103888,Mardy Fish,1,188.0,23.8302532512,1,188.0,29.278576317600002,3,4.0,0.0,56.0,39.0,29.0,8.0,8.0,4.0,4.0,4.0,1.0,48.0,26.0,16.0,10.0,8.0,3.0,7.0,1
3411,20110323,104745,Rafael Nadal,104925,Novak Djokovic,0,185.0,24.796714579099998,1,188.0,23.8302532512,3,5.0,6.0,110.0,66.0,46.0,20.0,15.0,7.0,9.0,3.0,0.0,95.0,54.0,36.0,29.0,16.0,2.0,4.0,2
3390,20110323,104719,Marcel Granollers,103566,Michael Llodra,1,190.0,24.93908282,0,190.0,30.8391512663,3,6.0,2.0,102.0,59.0,42.0,21.0,16.0,6.0,10.0,3.0,6.0,122.0,78.0,50.0,20.0,17.0,15.0,20.0,1
3366,20110323,105683,Milos Raonic,104500,Somdev Devvarman,1,196.0,20.229979466099998,1,180.0,26.0971937029,3,12.0,7.0,79.0,40.0,29.0,15.0,12.0,1.0,5.0,6.0,2.0,91.0,50.0,39.0,19.0,12.0,5.0,8.0,2
3388,20110323,104655,Pablo Cuevas,104468,Gilles Simon,1,180.0,25.215605749499996,1,183.0,26.2286105407,3,2.0,5.0,79.0,46.0,30.0,13.0,12.0,5.0,9.0,4.0,2.0,77.0,46.0,37.0,18.0,13.0,4.0,5.0,2
3377,20110323,104947,Marsel Ilhan,104678,Viktor Troicki,1,190.0,23.7754962355,1,193.0,25.106091718000002,3,0.0,0.0,48.0,33.0,19.0,6.0,9.0,1.0,5.0,4.0,0.0,51.0,33.0,26.0,11.0,9.0,2.0,3.0,2
3368,20110323,104527,Stan Wawrinka,104719,Marcel Granollers,1,183.0,25.9794661191,1,190.0,24.93908282,3,3.0,3.0,92.0,54.0,39.0,15.0,13.0,3.0,7.0,5.0,1.0,96.0,66.0,55.0,13.0,14.0,6.0,6.0,2
3369,20110323,103898,Julien Benneteau,103888,Mardy Fish,1,185.0,29.2484599589,1,188.0,29.278576317600002,3,2.0,1.0,47.0,33.0,20.0,10.0,9.0,3.0,5.0,8.0,1.0,56.0,34.0,28.0,15.0,10.0,2.0,2.0,2
3370,20110323,104755,Richard Gasquet,103893,Paolo Lorenzi,1,185.0,24.7556468172,1,183.0,29.2621492129,3,8.0,1.0,54.0,39.0,32.0,7.0,9.0,1.0,1.0,2.0,3.0,46.0,28.0,18.0,7.0,8.0,4.0,7.0,1
3371,20110323,104259,Philipp Kohlschreiber,105223,Juan Martin del Potro,1,178.0,27.427789185500004,1,198.0,22.4887063655,3,8.0,6.0,105.0,66.0,46.0,17.0,17.0,5.0,11.0,10.0,7.0,109.0,58.0,40.0,28.0,17.0,6.0,10.0,2
3372,20110323,104417,Robin Soderling,104471,Ivan Dodig,1,193.0,26.598220397,1,183.0,26.212183436,3,3.0,2.0,85.0,50.0,32.0,18.0,14.0,3.0,7.0,9.0,5.0,80.0,37.0,25.0,21.0,13.0,6.0,11.0,1
3373,20110323,104166,Alex Bogomolov Jr,104918,Andy Murray,1,178.0,27.909650924,1,190.0,23.8494182067,3,0.0,0.0,50.0,31.0,17.0,12.0,9.0,2.0,5.0,3.0,3.0,62.0,32.0,17.0,10.0,10.0,4.0,11.0,1
3374,20110323,104545,John Isner,104214,Igor Andreev,1,206.0,25.9000684463,1,185.0,27.685147159499998,3,13.0,6.0,108.0,74.0,54.0,17.0,17.0,3.0,6.0,6.0,5.0,103.0,58.0,43.0,23.0,17.0,3.0,6.0,1
3375,20110323,104198,Guillermo Garcia Lopez,104731,Kevin Anderson,1,188.0,27.794661191,1,203.0,24.8405201916,3,5.0,5.0,85.0,43.0,36.0,21.0,15.0,4.0,7.0,18.0,1.0,102.0,78.0,58.0,11.0,16.0,4.0,6.0,2
3376,20110323,104269,Fernando Verdasco,104665,Pablo Andujar,0,188.0,27.345653661900002,1,180.0,25.155373032199996,3,11.0,9.0,97.0,64.0,56.0,11.0,16.0,2.0,3.0,4.0,2.0,118.0,79.0,55.0,21.0,15.0,5.0,6.0,2
3367,20110323,103566,Michael Llodra,103598,Xavier Malisse,0,190.0,30.8391512663,1,185.0,30.6694045175,3,7.0,1.0,56.0,33.0,25.0,13.0,9.0,2.0,3.0,1.0,5.0,49.0,26.0,18.0,6.0,8.0,6.0,10.0,1
3378,20110323,105062,Mikhail Kukushkin,105023,Sam Querrey,1,183.0,23.2334017796,1,198.0,23.4524298426,3,3.0,5.0,57.0,30.0,17.0,14.0,8.0,7.0,10.0,13.0,0.0,59.0,34.0,30.0,12.0,9.0,2.0,2.0,2
3387,20110323,104386,Janko Tipsarevic,104332,Philipp Petzschner,1,180.0,26.7433264887,1,185.0,26.989733059499997,3,3.0,2.0,43.0,25.0,23.0,11.0,9.0,1.0,2.0,8.0,1.0,62.0,36.0,25.0,10.0,9.0,3.0,7.0,1
3380,20110323,104797,Denis Istomin,104925,Novak Djokovic,1,188.0,24.5338809035,1,188.0,23.8302532512,3,1.0,1.0,29.0,18.0,4.0,4.0,6.0,1.0,6.0,0.0,2.0,41.0,26.0,19.0,10.0,7.0,2.0,2.0,2
3381,20110323,103852,Feliciano Lopez,104745,Rafael Nadal,0,188.0,29.4976043806,0,185.0,24.796714579099998,3,7.0,1.0,51.0,24.0,19.0,11.0,9.0,3.0,6.0,2.0,1.0,45.0,30.0,27.0,9.0,9.0,0.0,0.0,2
3382,20110323,105238,Alexandr Dolgopolov,104542,Jo-Wilfried Tsonga,1,180.0,22.3655030801,1,188.0,25.9247091034,3,4.0,5.0,118.0,53.0,44.0,33.0,17.0,8.0,10.0,13.0,2.0,108.0,66.0,51.0,21.0,17.0,3.0,7.0,1
3383,20110323,104597,Nicolas Almagro,104252,Florian Mayer,1,183.0,25.5797399042,1,190.0,27.457905544099997,3,8.0,2.0,75.0,40.0,27.0,16.0,11.0,4.0,8.0,7.0,1.0,65.0,37.0,30.0,18.0,12.0,3.0,4.0,2
3384,20110323,104607,Tomas Berdych,104122,Carlos Berlocq,1,196.0,25.5058179329,1,183.0,28.125941136199998,3,7.0,5.0,80.0,44.0,35.0,17.0,12.0,5.0,8.0,8.0,6.0,96.0,65.0,44.0,12.0,12.0,4.0,8.0,1
3385,20110323,104338,Juan Monaco,103819,Roger Federer,1,185.0,26.9760438056,1,185.0,29.6153319644,3,2.0,2.0,81.0,51.0,36.0,14.0,11.0,7.0,9.0,3.0,2.0,64.0,32.0,27.0,19.0,11.0,1.0,2.0,2
3386,20110323,104022,Mikhail Youzhny,103694,Olivier Rochus,1,183.0,28.7364818617,1,168.0,30.1683778234,3,6.0,2.0,84.0,45.0,29.0,20.0,13.0,6.0,10.0,4.0,2.0,83.0,53.0,35.0,14.0,12.0,9.0,12.0,2
3379,20110323,105064,Thomaz Bellucci,103484,James Blake,0,188.0,23.2224503765,1,185.0,31.227926078000003,3,14.0,3.0,91.0,49.0,42.0,27.0,15.0,1.0,2.0,3.0,4.0,96.0,59.0,46.0,19.0,15.0,3.0,5.0,2
3252,20110310,104871,Jeremy Chardy,105992,Ryan Harrison,1,188.0,24.0629705681,1,183.0,18.830937713900003,3,9.0,9.0,116.0,75.0,47.0,19.0,16.0,6.0,10.0,13.0,2.0,113.0,71.0,57.0,17.0,17.0,9.0,12.0,2
3255,20110310,104745,Rafael Nadal,103573,Rik De Voest,0,185.0,24.758384668,1,180.0,30.7515400411,3,1.0,3.0,34.0,16.0,16.0,12.0,7.0,0.0,0.0,1.0,2.0,48.0,28.0,15.0,7.0,7.0,3.0,8.0,1
3254,20110310,105453,Kei Nishikori,104214,Igor Andreev,1,178.0,21.1854893908,1,185.0,27.6468172485,3,1.0,6.0,106.0,56.0,40.0,27.0,16.0,5.0,9.0,9.0,0.0,102.0,55.0,38.0,30.0,16.0,3.0,5.0,2
3253,20110310,104460,Dustin Brown,104332,Philipp Petzschner,1,196.0,26.2422997947,1,185.0,26.9514031485,3,3.0,1.0,70.0,39.0,25.0,18.0,11.0,4.0,7.0,5.0,7.0,71.0,35.0,27.0,19.0,11.0,1.0,2.0,2
3247,20110310,103997,Lukasz Kubot,105062,Mikhail Kukushkin,1,190.0,28.8076659822,1,183.0,23.195071868600003,3,8.0,9.0,87.0,54.0,41.0,18.0,11.0,5.0,6.0,6.0,2.0,78.0,54.0,39.0,11.0,11.0,4.0,6.0,1
3251,20110310,104947,Marsel Ilhan,105683,Milos Raonic,1,190.0,23.7371663244,1,196.0,20.1916495551,3,3.0,2.0,71.0,46.0,25.0,16.0,10.0,4.0,7.0,10.0,3.0,61.0,28.0,24.0,21.0,10.0,2.0,3.0,2
3250,20110310,103786,Nikolay Davydenko,104926,Fabio Fognini,1,178.0,29.7604380561,1,178.0,23.786447638600002,3,0.0,5.0,90.0,63.0,38.0,17.0,15.0,4.0,8.0,4.0,5.0,104.0,59.0,39.0,15.0,15.0,10.0,16.0,1
3249,20110310,104559,Teymuraz Gabashvili,103722,Florent Serra,1,188.0,25.787816564,1,180.0,30.0177960301,3,7.0,5.0,100.0,49.0,38.0,25.0,17.0,8.0,13.0,5.0,2.0,119.0,64.0,44.0,24.0,17.0,7.0,11.0,2
3248,20110310,105217,Thiemo De Bakker,103794,Benjamin Becker,1,193.0,22.4613278576,1,178.0,29.7221081451,3,7.0,2.0,68.0,35.0,24.0,17.0,10.0,4.0,7.0,11.0,2.0,53.0,28.0,25.0,16.0,10.0,0.0,0.0,2
3257,20110310,104571,Marcos Baghdatis,104500,Somdev Devvarman,1,183.0,25.7193702943,1,180.0,26.058863791900002,3,5.0,6.0,57.0,26.0,18.0,11.0,9.0,3.0,8.0,0.0,1.0,46.0,27.0,23.0,13.0,9.0,2.0,3.0,2
3256,20110310,104976,Ryan Sweeting,104338,Juan Monaco,1,196.0,23.6468172485,1,185.0,26.9377138946,3,2.0,0.0,68.0,49.0,29.0,12.0,10.0,8.0,11.0,2.0,1.0,77.0,55.0,31.0,10.0,10.0,4.0,9.0,1
3263,20110310,104417,Robin Soderling,103582,Michael Berrer,1,193.0,26.559890486,0,193.0,30.6803559206,3,6.0,2.0,75.0,49.0,33.0,18.0,11.0,8.0,10.0,9.0,3.0,70.0,41.0,30.0,11.0,10.0,4.0,7.0,1
3258,20110310,104542,Jo-Wilfried Tsonga,103598,Xavier Malisse,1,188.0,25.8863791923,1,185.0,30.6310746064,3,8.0,3.0,75.0,44.0,34.0,13.0,12.0,5.0,8.0,3.0,0.0,72.0,44.0,34.0,18.0,12.0,2.0,4.0,2
3260,20110310,103813,Jarkko Nieminen,103656,Albert Montanes,0,185.0,29.620807665999997,1,175.0,30.2751540041,3,6.0,1.0,115.0,76.0,51.0,23.0,16.0,6.0,8.0,4.0,8.0,112.0,68.0,51.0,20.0,16.0,6.0,10.0,2
3261,20110310,104468,Gilles Simon,102783,Rainer Schuettler,1,183.0,26.1902806297,1,180.0,34.8637919233,3,4.0,4.0,68.0,36.0,27.0,18.0,11.0,2.0,4.0,2.0,2.0,68.0,38.0,25.0,15.0,10.0,3.0,6.0,1
3262,20110310,103333,Ivo Karlovic,103970,David Ferrer,1,208.0,32.0191649555,1,175.0,28.9281314168,3,9.0,5.0,73.0,42.0,36.0,15.0,11.0,3.0,3.0,1.0,5.0,68.0,31.0,22.0,21.0,10.0,3.0,4.0,1
3264,20110310,104259,Philipp Kohlschreiber,105065,Tim Smyczek,1,178.0,27.3894592745,1,175.0,23.1841204654,3,2.0,4.0,95.0,56.0,40.0,19.0,14.0,9.0,12.0,4.0,4.0,98.0,61.0,37.0,24.0,14.0,6.0,9.0,1
3265,20110310,105238,Alexandr Dolgopolov,103812,Victor Hanescu,1,180.0,22.3271731691,1,198.0,29.626283367600003,3,7.0,2.0,58.0,30.0,23.0,19.0,10.0,2.0,3.0,2.0,3.0,64.0,49.0,32.0,6.0,10.0,2.0,5.0,1
3266,20110310,105223,Juan Martin del Potro,103344,Ivan Ljubicic,1,198.0,22.4503764545,1,193.0,31.9671457906,3,8.0,2.0,87.0,47.0,38.0,25.0,15.0,4.0,5.0,8.0,3.0,99.0,46.0,35.0,26.0,15.0,4.0,7.0,1
3267,20110310,105575,Ricardas Berankis,104269,Fernando Verdasco,1,175.0,20.7091033539,0,188.0,27.3073237509,3,2.0,3.0,60.0,30.0,22.0,9.0,7.0,5.0,8.0,2.0,3.0,49.0,32.0,24.0,7.0,7.0,2.0,3.0,2
3268,20110310,105023,Sam Querrey,104386,Janko Tipsarevic,1,198.0,23.4140999316,1,180.0,26.7049965777,3,11.0,1.0,59.0,40.0,34.0,9.0,10.0,2.0,2.0,2.0,4.0,68.0,41.0,30.0,12.0,10.0,6.0,8.0,1
3245,20110310,103720,Lleyton Hewitt,104229,Yen Hsun Lu,1,180.0,30.028747433299998,1,180.0,27.5619438741,3,0.0,5.0,44.0,20.0,14.0,4.0,8.0,3.0,8.0,2.0,2.0,71.0,42.0,31.0,13.0,9.0,6.0,8.0,2
3246,20110310,104979,Andrey Golubev,104252,Florian Mayer,1,185.0,23.624914442199998,1,190.0,27.4195756331,3,4.0,0.0,37.0,24.0,21.0,11.0,8.0,0.0,0.0,1.0,2.0,34.0,21.0,8.0,7.0,7.0,0.0,4.0,1
3234,20110310,103285,Radek Stepanek,105223,Juan Martin del Potro,1,185.0,32.2737850787,1,198.0,22.4503764545,3,3.0,3.0,55.0,33.0,14.0,11.0,8.0,3.0,8.0,5.0,3.0,57.0,27.0,21.0,16.0,8.0,5.0,6.0,2
3244,20110310,104593,Daniel Gimeno Traver,105053,Santiago Giraldo,1,185.0,25.5797399042,1,188.0,23.2744695414,3,5.0,6.0,106.0,55.0,38.0,25.0,15.0,6.0,10.0,4.0,4.0,107.0,63.0,45.0,24.0,16.0,1.0,3.0,2
3232,20110310,105011,Illya Marchenko,105065,Tim Smyczek,1,185.0,23.4934976044,1,175.0,23.1841204654,3,4.0,5.0,91.0,50.0,30.0,21.0,12.0,10.0,14.0,3.0,2.0,76.0,40.0,27.0,20.0,13.0,3.0,6.0,2
3223,20110310,105137,Pere Riba,103573,Rik De Voest,1,183.0,22.9130732375,1,180.0,30.7515400411,3,1.0,1.0,34.0,15.0,8.0,12.0,5.0,1.0,2.0,2.0,0.0,30.0,19.0,16.0,6.0,5.0,0.0,0.0,2
3224,20110310,104976,Ryan Sweeting,104719,Marcel Granollers,1,196.0,23.6468172485,1,190.0,24.900752909,3,3.0,3.0,53.0,37.0,27.0,8.0,8.0,4.0,5.0,1.0,5.0,68.0,34.0,21.0,13.0,9.0,5.0,10.0,1
3225,20110310,105173,Adrian Mannarino,104500,Somdev Devvarman,0,183.0,22.6858316222,1,180.0,26.058863791900002,3,3.0,3.0,67.0,41.0,23.0,13.0,9.0,5.0,9.0,6.0,0.0,51.0,34.0,27.0,9.0,8.0,4.0,4.0,2
3226,20110310,104262,Flavio Cipolla,103598,Xavier Malisse,1,173.0,27.378507871300002,1,185.0,30.6310746064,3,1.0,5.0,48.0,27.0,15.0,9.0,8.0,1.0,5.0,8.0,0.0,54.0,30.0,24.0,12.0,9.0,1.0,2.0,2
3227,20110310,104731,Kevin Anderson,103188,Michael Russell,1,203.0,24.802190280599998,1,173.0,32.848733744,3,12.0,3.0,98.0,58.0,43.0,21.0,15.0,5.0,7.0,0.0,2.0,100.0,75.0,56.0,18.0,16.0,5.0,5.0,2
3228,20110310,104797,Denis Istomin,103813,Jarkko Nieminen,1,188.0,24.4955509925,0,185.0,29.620807665999997,3,6.0,3.0,97.0,69.0,39.0,11.0,16.0,8.0,16.0,1.0,7.0,108.0,66.0,43.0,12.0,16.0,6.0,14.0,2
3229,20110310,102783,Rainer Schuettler,104898,Robin Haase,1,180.0,34.8637919233,1,190.0,23.9178644764,3,4.0,1.0,95.0,66.0,43.0,13.0,12.0,6.0,9.0,1.0,5.0,93.0,53.0,33.0,19.0,12.0,4.0,8.0,1
3230,20110310,104594,Marinko Matosevic,103333,Ivo Karlovic,1,194.0,25.5770020534,1,208.0,32.0191649555,3,6.0,2.0,103.0,59.0,45.0,21.0,16.0,3.0,6.0,17.0,2.0,93.0,61.0,52.0,16.0,16.0,0.0,1.0,2
3231,20110310,103582,Michael Berrer,103451,Bjorn Phau,0,193.0,30.6803559206,1,175.0,31.4223134839,3,5.0,11.0,95.0,65.0,48.0,10.0,15.0,4.0,7.0,3.0,7.0,92.0,59.0,42.0,15.0,15.0,2.0,6.0,1
3233,20110310,103812,Victor Hanescu,104312,Andreas Seppi,1,198.0,29.626283367600003,1,190.0,27.0390143737,3,8.0,1.0,82.0,51.0,41.0,19.0,15.0,0.0,2.0,8.0,4.0,102.0,54.0,42.0,24.0,16.0,7.0,10.0,1
3243,20110310,103523,Rohan Bopanna,106071,Bernard Tomic,1,190.0,31.0061601643,1,193.0,18.3737166324,3,23.0,2.0,104.0,55.0,46.0,31.0,17.0,6.0,7.0,14.0,3.0,102.0,65.0,52.0,25.0,17.0,2.0,2.0,2
3270,20110310,104918,Andy Murray,105385,Donald Young,1,190.0,23.811088295700003,0,183.0,21.620807665999997,3,8.0,4.0,77.0,38.0,31.0,11.0,11.0,1.0,5.0,1.0,7.0,59.0,31.0,26.0,13.0,10.0,1.0,3.0,2
3235,20110310,105575,Ricardas Berankis,104166,Alex Bogomolov Jr,1,175.0,20.7091033539,1,178.0,27.871321013000003,3,4.0,4.0,74.0,30.0,21.0,23.0,13.0,3.0,7.0,5.0,4.0,85.0,62.0,40.0,10.0,13.0,5.0,9.0,1
3236,20110310,104386,Janko Tipsarevic,104735,Tobias Kamke,1,180.0,26.7049965777,1,180.0,24.7939767283,3,5.0,1.0,34.0,17.0,16.0,12.0,7.0,0.0,0.0,1.0,2.0,43.0,24.0,10.0,7.0,7.0,1.0,6.0,1
3237,20110310,104999,Mischa Zverev,105051,Matthew Ebden,0,190.0,23.5400410678,1,188.0,23.277207392199998,3,2.0,0.0,49.0,35.0,30.0,8.0,9.0,2.0,2.0,3.0,3.0,67.0,44.0,26.0,14.0,10.0,4.0,7.0,1
